sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample116	sample117	sample118	sample119	sample120	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample131	sample41	sample44	sample45	sample48	sample49	sample51	sample52	sample53	sample54	sample62	sample64	sample66	sample68	sample71	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample82	sample83	sample86	sample87	sample88	sample90	sample91	sample93	sample95	sample96	sample97
ENSG00000200042	-2.043526875	-1.602325919	-2.045947845	-1.818504913	-1.795472279	-2.040855458	-2.035663631	-2.047826087	-2.045845675	-2.048389713	-2.039871418	-2.030908366	-2.040870048	-2.050368796	-2.043870684	-2.050253779	-1.78842125	-2.046798752	-1.80447097	-2.046268591	-2.049754834	-2.047844795	-1.827594364	-2.035492716	-2.040021619	-2.04425558	-2.040018787	-2.044246573	-2.050691471	-1.823185128	-1.650140549	-1.557777947	-2.043937355	-2.051575257	-1.799654161	-1.539351672	-2.048324996	-2.053362059	-2.041861828	-2.051145309	-2.040435696	-2.037770541	-2.047510951	-1.71941306	-2.043443372	-2.046503579	-2.045526093	-2.04935184	-2.044610739	-2.05061541	-1.80177036	-2.050152786	-2.049853504	-2.045999212	-2.044689161	-2.045449375	-2.047711172	-2.043785111	-2.045223859	-2.04153001
ENSG00000203446	5.967020559	6.289098646	6.38454994	6.114851813	6.38363643	6.123303101	6.480766345	6.323569136	6.135644426	6.367386418	6.166034547	6.996455212	6.601708597	6.382418161	6.677316552	6.249007602	6.195486501	6.003329773	6.545048225	6.387987844	5.945190457	6.458861587	6.123998463	5.737506785	6.332456324	6.248580296	6.00177355	6.441377037	6.363308296	5.987184969	6.245503251	5.854646299	6.388799297	6.153633594	6.445011962	5.82596449	6.558240829	5.902271475	6.178212097	6.351611187	6.028449838	6.58107977	6.295186285	6.11816823	6.607781579	6.64489753	6.346920138	5.970942604	6.407797318	6.365271154	6.360647414	6.202357913	6.628868021	6.441343668	6.209069718	6.100653468	6.239432378	6.522746769	6.403606514	6.401860107
ENSG00000207435	-3.12552862	-2.878988221	-3.126748827	-3.129860322	-3.126536283	-3.124185322	-3.121584463	-3.127697302	-3.126697278	-3.127982224	-3.123691356	-3.119214207	-3.124192649	-3.128983769	-3.125701742	-3.128925518	-3.125532431	-3.127178325	-3.127826995	-3.126910686	-3.128672886	-3.127706757	-3.13118978	-2.586416365	-3.123766724	-3.125895617	-3.123765303	-3.12589108	-3.129147222	-3.130543683	-3.132948689	-3.124701892	-3.12573532	-3.129595133	-3.127134793	-2.845468877	-3.127949502	-3.13050169	-3.124690973	-3.129377191	-3.123974554	-3.12263833	-3.127538055	-3.116098586	-3.125486581	-3.127029299	-3.126536066	-3.128468914	-3.126074575	-3.129108689	-3.127438535	-3.128874373	-2.476440374	-3.126774745	-2.86385191	-3.126497373	-3.127639227	-3.125658647	-3.126383648	-3.124524198
ENSG00000175898	4.895390298	5.942219473	5.140409664	5.184407244	5.477728422	5.061539914	4.25588106	5.312728207	4.385291991	4.779702683	4.874492136	4.289333589	4.546757674	5.084000906	5.390668095	5.111862114	5.087577676	4.505493229	4.385038232	4.758866499	4.845702821	5.145806621	5.677463618	5.63620206	5.290274246	5.380791585	6.110275744	4.073808473	5.050592269	5.297991232	4.257348653	6.138606331	4.375958453	5.104157304	5.34080235	5.950320416	5.693552758	5.175557198	5.781268369	4.645964613	4.739546038	4.459697018	4.533027699	5.317755422	4.438533802	5.531541753	4.700862433	5.056906425	5.707966119	5.243152516	4.96527779	4.473917791	4.990569503	4.935281396	5.478694962	4.778152108	5.592071052	6.124266591	4.398990612	5.428066895
ENSG00000207939	2.12258253	2.421356243	3.63784131	2.139578536	3.441038903	1.811490398	1.872972673	3.444488713	1.930429389	1.897623647	2.908311854	2.309544121	1.995441861	1.510349754	2.396832495	1.702737201	1.578404202	1.545833512	2.447117617	2.588043251	2.034612493	2.20330027	3.688360453	5.151355675	2.173141715	2.512002819	3.380756788	1.771942556	2.510741933	2.561002319	2.049927199	3.870129794	2.116716764	2.273328954	2.580209645	3.946955505	2.196056889	1.667224226	2.960408682	2.01522988	2.317086338	1.84786802	2.208344168	3.51483347	2.123777111	1.745831517	2.490322014	2.425860191	1.567648116	1.86911531	2.460052279	2.168606207	1.878856176	2.482285431	2.251265286	1.935563649	3.890199543	2.63221349	2.606550499	1.803589747
ENSG00000211642	3.813313553	1.24084928	3.65400615	2.442215683	1.280141038	1.100330132	1.141257833	1.045748299	1.793072787	1.252641233	1.108063543	1.179096477	1.524779346	1.865599782	1.076685652	1.026779698	1.079319055	1.918001544	1.762333521	2.2745832	1.424924997	1.257864284	3.186384827	1.142611194	1.106882515	2.409678061	1.106904778	1.486491353	1.578897404	2.247164901	0.96481245	1.092260123	1.295471509	1.56795657	1.781126402	1.11683863	2.666980391	2.248596525	2.718817776	1.854302631	1.329459548	1.355556675	2.253191425	1.488503528	1.669845599	1.46114606	2.063862887	2.572327484	1.070891952	1.231351705	1.772864158	2.208154306	1.58929679	1.790953556	1.481506791	1.064329998	2.249757152	2.091522936	1.283056777	1.318804124
ENSG00000227302	-3.463166434	-3.218744248	-3.207828464	-3.466514192	-3.463946133	-3.462126182	-3.460109375	-3.464843804	-3.464070654	-3.465063985	-3.461743413	-3.458268379	-3.462131859	-3.465837594	-3.46330043	-3.465792615	-3.463169384	-3.464442635	-3.464944033	-3.464235693	-3.465597523	-3.464851111	-3.467539542	-3.176291278	-3.461801823	-3.463450469	-3.461800722	-3.463446958	-3.465963794	-3.467041364	-3.468894524	-2.964713249	-3.463326417	-3.466309543	-3.464408979	-3.461309971	-3.4650387	-3.467008977	-3.462517872	-3.466141324	-3.461962876	-3.460927007	-3.464720722	-3.455844262	-3.463133894	-3.464327411	-3.463945965	-3.465439982	-3.463588946	-3.465934044	-3.464643796	-3.465753122	-3.4656361	-3.464130566	-3.204070271	-3.463916035	-3.46479892	-3.463267076	-3.463828063	-3.462388699
ENSG00000227445	-1.311389973	-1.078388608	-1.063131055	-1.326281807	-0.648321552	-1.306767171	-1.297804746	-1.318847459	-1.315409356	-1.319826868	-1.305066321	-1.289618402	-1.306792396	-1.323269266	-1.31198552	-1.323069062	-1.311403085	-1.317063327	-1.319293283	-1.316143143	-1.32220078	-1.071019988	-1.330851053	-0.20993553	-1.305325866	-1.312652403	-1.305320973	-1.312636796	-1.082816219	-1.328630396	-1.336897973	-1.046141689	-1.312101024	-1.325370411	-1.316913664	-0.59179158	-1.319714389	-1.328486072	-1.308507714	-1.32462139	-1.306041512	-1.028809775	-1.318300029	-1.27882148	-1.31124535	-1.31655096	-1.314855006	-1.321499723	-1.313267923	-1.323698599	-0.852419602	-1.322893282	-0.683519534	-1.063344999	-0.835825667	-1.31472195	-0.666173302	-1.311837277	-1.060113698	-1.04465771
ENSG00000229443	-1.693848749	-1.458756143	-1.697031576	-1.705135	-1.223578398	-1.690340949	-1.683535839	-1.699503524	-1.696897179	-1.70024577	-1.421628847	-1.677316149	-1.690360094	-1.702853772	-1.694300522	-1.702702131	-1.693858695	-1.698151162	-1.699841405	-1.697453544	-1.702044415	-1.452041929	-1.708592909	-0.949875454	-1.689246941	-1.438412642	-1.689243227	-1.694794536	-1.703279245	-1.706912693	-1.713164808	-1.201552571	-1.694388138	-1.466115355	-1.698037704	-1.417333796	-1.700160533	-1.706803471	-1.002179258	-1.703877792	-1.689790164	-1.686295557	-1.69908861	-1.669109682	-1.693739035	-1.697762733	-1.696476831	-1.457737955	-1.439765508	-1.703178946	-1.698829286	-1.702568986	-1.065362901	-1.69709915	-1.4400641	-1.696375933	-1.699352217	-1.69418807	-1.696079362	-1.691226279
ENSG00000229715	6.768421259	7.171856721	7.85131674	7.105712338	6.62167657	7.060953606	6.453533066	7.479143265	5.536905377	6.798014456	6.595883796	7.399597847	5.625700437	7.170063629	6.237495856	6.55182937	6.003107635	5.541848491	5.833336275	6.350032055	5.994140984	5.953393542	8.355115463	8.737606209	7.133458259	6.211963616	7.527254673	5.820241038	6.327976536	6.725426828	6.749090694	8.806795561	7.256799221	6.790122277	7.250601764	8.295440662	6.447886418	6.651554535	7.37248463	6.945917041	6.310212364	6.587141258	6.692622405	7.640147857	6.21662638	6.275050738	7.40620444	6.003936971	6.974695584	6.756992988	6.473795138	6.935703308	6.088057025	6.565239563	6.403905133	6.082946758	7.179542242	8.709237449	5.551277712	6.297628866
ENSG00000234748	-3.472253935	-3.474604811	-3.473186998	-3.475561752	-3.473024542	-3.471225614	-3.469231293	-3.473911588	-3.4731476	-3.474129136	-3.470847178	-3.467410083	-3.471231226	-3.474893416	-3.472386378	-3.474848983	-3.472256851	-3.473515189	-3.47401062	-3.473310694	-3.474656254	-3.473918808	-3.476574393	-3.186097622	-3.470904929	-3.472534673	-3.47090384	-3.472531203	-3.231688927	-3.476082417	-3.47791224	-3.471621199	-3.472412063	-3.475359612	-3.473481931	-3.196022687	-3.474104154	-3.476050432	-3.471612838	-3.475193449	-3.471064161	-3.470039912	-3.473789973	-3.465010945	-3.472221771	-3.473401328	-3.473024376	-3.227729547	-3.472671536	-3.474988695	-3.473713962	-3.474809969	-3.474694364	-3.473206806	-2.990105183	-3.472994798	-3.473867239	-3.472353411	-3.472907858	-3.471485142
ENSG00000235158	-0.330915056	0.017959623	-0.133749408	-0.599821204	-0.340969774	-0.569702806	-0.290848431	-0.588381985	-0.342570138	-0.355286482	0.104704955	-0.266130616	-0.569741939	-0.164730534	-0.332647292	-0.364561277	-0.576885452	-0.585630702	-0.589069106	-0.344689018	-0.593546631	-0.588432085	-0.60683315	0.630326497	-0.567465845	-0.334584793	-0.567458247	-0.121693891	-0.166973822	-0.186025867	-0.218409379	-0.322614418	-0.332983034	-0.598420933	0.043411124	-0.564070109	-0.354963855	-0.185455807	-0.572401712	-0.368985368	-0.56857679	-0.561422929	-0.587538061	-0.525951034	-0.57664137	-0.584840135	-0.582221854	-0.592467573	-0.579769562	-0.366356705	-0.349917928	-0.594612172	-0.362572544	-0.583489199	0.061315522	-0.582016338	-0.588074251	-0.332216283	-0.581412199	-0.320823977
ENSG00000242042	-3.714614428	-3.474031532	-3.715381818	-3.717331356	-3.715248264	-3.71376779	-3.712123156	-3.715977209	-3.715349431	-3.716155875	-3.71345598	-3.710618241	-3.713772414	-3.716783211	-3.714723402	-3.716746754	-3.714616827	-3.715651549	-3.716058547	-3.715483491	-3.7165886	-3.715983139	-3.718161105	-3.432292618	-3.713503571	-3.714845401	-3.713502674	-3.714842546	-3.716885489	-3.717758103	-3.719255863	-3.451365487	-3.714744534	-3.717165611	-3.71562422	-3.713102706	-3.71613536	-3.717731894	-3.714086711	-3.717029338	-3.713634777	-3.712790412	-3.715877312	-3.708631417	-3.714587961	-3.715557981	-3.715248127	-3.716460858	-3.714957977	-3.71686138	-3.715814868	-3.716714742	-3.474704189	-3.715398101	-3.714982835	-3.715223809	-3.468475265	-3.714696278	-3.715152323	-3.713981554
ENSG00000243378	-5.072393364	-5.073124065	-5.072683867	-5.073420321	-5.072633333	-5.072072472	-5.071447995	-5.072909022	-5.072671614	-5.072976546	-5.071954189	-5.070875321	-5.072074225	-5.073213486	-5.072434638	-5.073199723	-5.072394273	-5.072785895	-5.072939765	-5.072722331	-5.073140009	-5.072911264	-5.073733062	-5.071427422	-5.071972246	-5.072480837	-5.071971905	-5.072479756	-5.073252093	-5.07358122	-5.074145022	-5.072196006	-5.072442641	-5.073357799	-5.07277556	-5.071820112	-5.072968794	-5.073571342	-5.072193396	-5.073306382	-5.072022021	-5.071701532	-5.072871259	-5.070117537	-5.072383339	-5.072750507	-5.072633282	-5.073091766	-5.07252346	-5.073242994	-5.072847651	-4.835474825	-5.073151819	-5.072690027	-5.072532871	-5.072624079	-5.072895253	-5.072424365	-4.821922479	-5.07215353
ENSG00000249485	6.016052095	6.476832169	7.036628643	6.238282202	6.269067633	6.406000273	6.030357887	7.374698071	5.811361343	5.944648308	6.571924891	6.202399275	5.596509429	5.863050158	6.199486032	5.565616952	5.787387622	6.109368239	5.849704121	6.634830349	5.911020858	6.037582716	6.886020449	7.286062349	6.970505919	6.128848398	7.092913316	6.189726336	6.619027203	6.131833885	5.725493584	7.36901452	6.574910359	6.178860627	6.563541315	8.023386949	6.500527081	5.807425435	6.32427484	6.457352521	5.906141832	6.516829146	6.134968429	6.051702855	5.610437165	6.405953067	6.477505867	6.130302547	6.306309552	5.857065301	6.991978502	5.917438144	6.171253485	6.79623493	6.277389594	5.896415803	7.022495349	6.978832981	5.746301014	5.918625875
ENSG00000243415	4.704642379	6.051820726	5.656568026	5.347579354	4.738399006	4.767835328	5.735876827	6.558670674	4.145177292	4.317559372	5.74351632	5.181160132	4.184711828	4.928691337	4.815865551	4.114304304	4.47523997	5.15606044	4.216699572	5.086178713	4.784619359	4.604932625	6.30478398	7.154366983	5.431948845	4.915183164	6.796359236	4.880305676	5.422469243	4.158722611	4.655699846	6.789972898	4.608554678	4.77552562	5.739706153	7.14721383	4.711264307	4.667079359	5.980345022	5.791721719	5.232319953	4.381548951	5.215859918	5.670290407	4.425817504	4.715588011	5.429674846	4.891904296	4.593097037	4.582293018	5.426982213	5.100003331	4.940985519	5.417570862	5.91873589	4.985632967	6.042084169	6.135887779	4.333188242	4.618319187
ENSG00000248727	1.33861412	1.418183956	1.463529757	1.082696484	1.60645441	1.191277972	1.033256847	0.721884007	0.9510199	1.284330569	1.934913483	1.07280653	0.763533011	0.706735258	0.745521608	1.100219972	0.969446684	1.133319699	0.933292965	0.947660809	1.977727886	1.29035509	1.982024113	1.244971241	1.538574042	1.750133934	1.199558905	0.963756125	1.537112858	1.229037387	0.854313052	1.357249841	1.488703141	1.525420347	1.454024503	1.832526022	1.434098574	1.070740675	0.982861127	0.909171793	0.994356232	0.78223041	1.126464929	1.565751728	0.970175311	1.456618245	0.735616205	0.712790496	1.15449269	1.259859552	1.128359162	0.916971762	1.268212783	1.141036288	0.740621623	1.31700774	2.011554934	0.746034204	1.14854167	1.184625271
ENSG00000248987	-2.632370318	-2.636450169	-2.383205139	-2.638108153	-2.633708776	-2.630582481	-2.627109097	-2.635248131	-2.633922412	-2.635625446	-2.363390566	-2.623929733	-2.630592244	-2.636950363	-2.632600435	-2.636873363	-2.632375385	-2.634560405	-2.635419903	-2.63420551	-2.39547143	-2.635260655	-2.639861032	-2.348909739	-2.630024514	-2.632858057	-2.630022619	-2.632852029	-2.398473405	-2.639009625	-2.642174442	-2.369986207	-2.632645059	-2.637758053	-2.634502692	-2.629177953	-2.635582122	-2.638954259	-2.63125595	-2.637470215	-2.630301591	-2.628518412	-2.635037167	-2.619729628	-2.632314429	-2.634362812	-2.633708488	-2.636269547	-2.633095781	-2.637115464	-2.173787451	-2.636805751	-2.636605392	-2.383371367	-2.633148273	-2.633657134	-2.175956491	-2.632543159	-2.633506179	-2.63103389
ENSG00000254174	-2.987730523	-2.991080081	-2.731583	-2.992445304	-2.988827836	-2.986267196	-2.983432207	-2.99009174	-2.989003123	-2.990401845	-2.985728941	-2.980846524	-2.986275179	-2.99149171	-2.987919071	-2.99142833	-2.987734674	-2.989526826	-2.9902329	-2.989235464	-2.991153445	-2.990102031	-2.99389116	-2.45124795	-2.985811071	-2.98813021	-2.985809523	-2.988125269	-2.991669547	-2.993188562	-2.995803254	-2.986829995	-2.98795564	-2.992156832	-2.989479438	-2.985119545	-2.990366232	-2.993142893	-2.9868181	-2.991919739	-2.986037541	-2.984581223	-2.989918407	-2.977444627	-2.987684737	-2.989364593	-2.988827599	-2.742163106	-2.988325092	-2.991627624	-2.324636986	-2.991372682	-2.529786917	-2.989087465	-2.98836813	-2.98878547	-2.990028529	-2.987872138	-2.988661642	-2.986636409
ENSG00000258240	-2.779709654	-2.541598775	-2.781175593	-2.784900518	-2.780920458	-2.77809241	-2.77495078	-2.782313053	-2.781113723	-2.782654403	-2.777496796	-2.772075559	-2.778101241	-2.783853049	-2.77991782	-2.783783387	-2.779714237	-2.781690887	-2.782468451	-2.781369828	-2.783481192	-2.782324383	-2.557579599	-2.496268965	-2.777587705	-2.78015087	-2.777585991	-2.780145416	-2.784048486	-2.785716103	-2.788579427	-2.290431566	-2.779958188	-2.784583776	-2.781638677	-2.776821976	-2.782615208	-2.785666011	-2.778701605	-2.784323365	-2.777838331	-2.776225429	-2.782122199	-2.768278114	-2.779659096	-2.781512133	-2.780920197	-2.783237114	-2.780365921	-2.784002417	-2.782002901	-2.543272717	-2.542329744	-2.530129202	-2.305880325	-2.780873741	-2.782243458	-2.779866008	-2.780737181	-2.778500736
ENSG00000258594	-2.663583524	-2.667616027	-2.665184785	-2.669255765	-2.664906064	-2.661817537	-2.658388536	-2.419158898	-2.665117194	-2.666800595	-2.661167284	-2.65525205	-2.661827179	-2.668110656	-2.663810877	-2.66803451	-2.66358853	-2.66574776	-2.666597389	-2.665396986	-2.667704199	-2.666439958	-2.670989977	-2.136399117	-2.661266527	-2.664065418	-2.661264656	-2.664059462	-2.668324291	-2.437110421	-2.45206852	-2.172603306	-2.663854967	-2.668909471	-2.665690716	-2.660430648	-2.666757762	-2.670092781	-2.662482695	-2.668624781	-2.661540141	-2.659779534	-2.666219029	-2.651111919	-2.663528308	-2.665552459	-2.664905779	-2.424054012	-2.664300312	-2.668273932	-2.202570765	-2.667967648	-2.425660085	-2.665218768	-2.66435218	-2.664855029	-2.666351528	-2.663754288	-2.664705852	-2.662263365
ENSG00000259664	-1.643007195	-1.018858637	-1.646251077	-1.654501897	-1.645686396	-1.639430015	-1.63248396	-1.403452371	-1.646114137	-1.649525109	-1.638112893	-1.337717629	-1.639449545	-1.652180333	-1.643467745	-1.412676718	-1.643017335	-1.647391712	-1.649113315	-1.646681004	-1.410784348	-1.403523621	-1.429530236	-1.11526705	-1.638313916	-1.643983379	-1.638310126	-1.643971313	-1.02715736	-1.656310399	-1.662666565	-0.957588054	-1.388582554	-1.653799756	-1.647276131	-1.636620778	-1.649438308	-1.656199301	-1.154763824	-1.653222572	-1.638868135	-1.635301853	-1.648346615	-1.617730556	-1.642895345	-1.646996005	-1.645685819	-1.650815746	-1.644459223	-1.652511313	-1.401500945	-1.651890448	-1.651488844	-1.646319927	-1.391466941	-1.645583003	-1.648615103	-1.643353112	-1.645280785	-1.379313299
ENSG00000262521	-3.330629636	-3.333218242	-3.331657095	-3.334271862	-3.331478208	-3.329497211	-3.327300753	-2.676742427	-3.331613712	-3.332694492	-3.329080443	-3.32529464	-3.329503391	-3.33353601	-3.330775481	-3.333487087	-3.330632847	-3.332018474	-3.332563996	-3.3317933	-3.333274883	-3.08212252	-3.102622691	-3.044522201	-3.329144044	-3.330938782	-3.329142845	-3.33093496	-3.333673272	-3.334845112	-3.336859648	-3.064110054	-3.330803765	-3.334049304	-3.331981854	-3.328608446	-3.332666985	-3.334809897	-3.329923645	-3.333866356	-3.329319405	-3.32819137	-3.332321042	-3.322651397	-3.330594217	-3.3318931	-3.331478025	-3.333103516	-3.331089491	-3.333640915	-3.332237346	-3.333444131	-3.333316845	-3.331678907	-3.331122772	-3.331445455	-3.332406119	-3.330739178	-3.331349721	-3.329783019
ENSG00000265781	-3.691861036	-3.693861709	-3.692655311	-3.69467559	-3.692517039	-3.690985364	-3.689286199	-3.693271935	-3.692621779	-3.693457035	-3.690663025	-3.687733541	-3.690990144	-3.6941072	-3.691973795	-3.694069407	-3.691863519	-3.692934621	-3.693356198	-3.692760587	-3.693905469	-3.693278078	-3.695536514	-3.40710719	-3.420653426	-3.692100044	-3.69071129	-3.69209709	-3.694213235	-3.695118291	-3.696673385	-3.426177072	-3.691995662	-3.454549589	-3.692906318	-3.69029793	-3.69343578	-3.695091098	-3.691315144	-3.694362383	-3.690847849	-3.689975282	-3.693168453	-3.685686823	-3.691833652	-3.692837723	-3.692516898	-3.693773072	-3.692216554	-3.694188239	-3.693103772	-3.694036222	-3.693937887	-3.69267217	-3.692242283	-3.692491722	-3.44330919	-3.691945728	-3.69241772	-3.691206396
ENSG00000269385	-0.849617659	-0.875901176	-1.104777514	-0.686767432	-0.85828117	-1.095118015	-0.815103984	-0.868194638	-1.104583757	-1.109408129	-1.093250698	-1.076222458	-1.095145698	-1.113161098	-1.100838059	-1.112942986	-1.100200299	-1.106391164	-1.108825899	-1.10538578	-0.876471708	-1.108374802	-1.12140727	-0.578586471	-1.09353574	-1.101568084	-1.093530367	-1.101551002	-1.113773012	-0.695250161	-1.127965094	-0.621116715	-1.100964515	-1.115449053	-0.652464607	-0.400576827	-0.662802019	-1.118837917	-1.097027403	-1.114633676	-1.094321512	-1.089262916	-1.107741729	-1.06424488	-1.100027552	-0.862499509	-1.103977684	-1.111232611	-0.85431867	-0.880154371	-1.107368177	-1.112751466	-0.876894262	-0.860323131	-0.284302285	-0.857947683	-0.867700431	-0.633534398	-1.1034045	-1.096397876
